timestamp_ms,excursion_id,event,symbol,direction,residual_bps,threshold_bps,net_margin_bps,spread_bps,binance_move_bps,mexc_move_bps,binance_age_ms,mexc_age_ms,reject_reason,signal_to_order_latency_ms,live_pnl_usdt,move_bps,mfe_bps,mae_bps,exit_reason,hold_ms,filled_qty,effective_leverage,live_notional_usdt,demo_entry_fee_usdt,demo_exit_fee_usdt,demo_gross_pnl_usdt,demo_net_pnl_usdt,exit_residual_bps,decision_demo_net_bps
1786746626406,090a88811be949d587fed5cf555ca328,crossing,XAUT_USDT,-1,-1.009566793,1.000000000,0.009566793,0.229413047,-1.009566793,0.000000000,1.000,196.000,,,,,,,,,,,,,,,,,
1786746626407,090a88811be949d587fed5cf555ca328,demo_ioc_request,XAUT_USDT,-1,-1.009566793,1.000000000,0.009566793,0.229413047,-1.009566793,0.000000000,2.000,197.000,,1.000,,,,,,,,,,,,,,,
1786746627255,090a88811be949d587fed5cf555ca328,demo_ioc_response,XAUT_USDT,-1,-1.009566793,1.000000000,0.009566793,0.229413047,-1.009566793,0.000000000,2.000,197.000,,1.000,,,,,,,,,,,,,,,
1786746628628,090a88811be949d587fed5cf555ca328,demo_exit,XAUT_USDT,-1,-1.009566793,1.000000000,0.009566793,0.229413047,-1.009566793,0.000000000,2.000,197.000,,,3.211600000,3.211819496,3.211819496,0.000000000,microspread_reversed,1143.056,2.294,1000,9999.316600000,0.000000000,0.000000000,2.982200000,2.982200000,2.432119202,2.982472240
1786746751956,47309f0ef7db48e08fc7e7416defa327,crossing,XAUT_USDT,1,1.537409537,1.000000000,0.537409537,0.229486753,1.537409537,0.000000000,0.000,110.000,,,,,,,,,,,,,,,,,
1786746751957,47309f0ef7db48e08fc7e7416defa327,demo_ioc_request,XAUT_USDT,1,1.537409537,1.000000000,0.537409537,0.229486753,1.537409537,0.000000000,1.000,111.000,,1.000,,,,,,,,,,,,,,,
1786746752917,47309f0ef7db48e08fc7e7416defa327,demo_ioc_response,XAUT_USDT,1,1.537409537,1.000000000,0.537409537,0.229486753,1.537409537,0.000000000,1.000,111.000,,1.000,,,,,,,,,,,,,,,
1786746905236,47309f0ef7db48e08fc7e7416defa327,demo_exit,XAUT_USDT,1,1.537409537,1.000000000,0.537409537,0.229486753,1.537409537,0.000000000,1.000,111.000,,,5.964400000,5.966587112,5.966587112,-0.229484120,microspread_reversed,152105.414,2.294,1000,9996.334400000,0.000000000,0.000000000,5.964400000,5.964400000,-1.055812879,5.966587112
