timestamp_ms,excursion_id,event,symbol,direction,residual_bps,threshold_bps,net_margin_bps,spread_bps,binance_move_bps,mexc_move_bps,binance_age_ms,mexc_age_ms,reject_reason,signal_to_order_latency_ms,live_pnl_usdt,move_bps,mfe_bps,mae_bps,exit_reason,hold_ms,filled_qty,effective_leverage,live_notional_usdt,demo_entry_fee_usdt,demo_exit_fee_usdt,demo_gross_pnl_usdt,demo_net_pnl_usdt,exit_residual_bps,decision_demo_net_bps,signal_detected_ms,demo_book_lookup_start_ms,demo_book_lookup_end_ms,ioc_call_start_ms,ioc_post_start_ms,ioc_post_response_ms,ioc_confirmed_ms,reconciliation_start_ms,position_visible_ms,signal_to_ioc_post_ms,ioc_post_roundtrip_ms,ioc_confirmation_ms,reconciliation_ms,signal_to_position_visible_ms
1786795520888,cc401da34aaf48949484614308ece97a,demo_position_visible,LINK_USDT,1,4.292075821,1.273249262,3.018826559,1.073249262,4.292075821,0.000000000,6.000,511.000,,,,,,,,,1072.6,200,,,,,,,,1786795519701.658,1786795519703.598,1786795519703.604,1786795519704.206,1786795519721.430,1786795520034.406,1786795520318.106,1786795520607.224,1786795520888.825,19.773,312.976,596.675,281.601,1187.167
1786795522097,cc401da34aaf48949484614308ece97a,demo_exit,LINK_USDT,1,4.292075821,1.273249262,3.018826559,1.073249262,4.292075821,0.000000000,6.000,511.000,,,7.508200000,7.512341704,7.512341704,0.000000000,microspread_reversed,1203.805,1072.6,200,9994.486800000,1.998897360,1.998602640,-1.072600000,-5.070100000,-5.364806996,-5.072977034,1786795519701.658,1786795519703.598,1786795519703.604,1786795519704.206,1786795519721.430,1786795520034.406,1786795520318.106,1786795520607.224,1786795520888.825,19.773,312.976,596.675,281.601,1187.167
1786795534170,a7f0251f621840a19995f5b6f7b26b67,crossing,LINK_USDT,-1,-1.608104852,1.271983706,0.336121146,1.071983706,-1.608104852,0.000000000,0.000,296.000,,,,,,,,,,,,,,,,,,1786795534170.266,,,,,,,,,,,,,
1786795534172,a7f0251f621840a19995f5b6f7b26b67,demo_ioc_request,LINK_USDT,-1,-1.608104852,1.271983706,0.336121146,1.071983706,-1.608104852,0.000000000,4.000,300.000,,1.777,,,,,,,,,,,,,,,,1786795534170.266,1786795534171.403,1786795534171.406,1786795534172.043,,,,,,,,,,
1786795535103,a7f0251f621840a19995f5b6f7b26b67,demo_ioc_response,LINK_USDT,-1,-1.608104852,1.271983706,0.336121146,1.071983706,-1.608104852,0.000000000,4.000,300.000,,1.777,,,,,,,,,,,,,,,,1786795534170.266,1786795534171.403,1786795534171.406,1786795534172.043,1786795534190.327,1786795534496.389,1786795534794.536,,,20.061,306.062,604.209,,
1786795535417,a7f0251f621840a19995f5b6f7b26b67,demo_position_visible,LINK_USDT,-1,-1.608104852,1.271983706,0.336121146,1.071983706,-1.608104852,0.000000000,4.000,300.000,,,,,,,,,1072.6,200,,,,,,,,1786795534170.266,1786795534171.403,1786795534171.406,1786795534172.043,1786795534190.327,1786795534496.389,1786795534794.536,1786795535103.948,1786795535417.312,20.061,306.062,604.209,313.364,1247.046
1786795536682,a7f0251f621840a19995f5b6f7b26b67,demo_exit,LINK_USDT,-1,-1.608104852,1.271983706,0.336121146,1.071983706,-1.608104852,0.000000000,4.000,300.000,,,-0.000000000,-0.000000000,0.000000000,0.000000000,microspread_converged,1271.163,1072.6,200,10005.212800000,2.001042560,2.001157440,-1.072600000,-5.074800000,0.000000000,-5.072255575,1786795534170.266,1786795534171.403,1786795534171.406,1786795534172.043,1786795534190.327,1786795534496.389,1786795534794.536,1786795535103.948,1786795535417.312,20.061,306.062,604.209,313.364,1247.046
1786795537686,20770896bd08460b875acaaa9142c519,crossing,LINK_USDT,1,2.143967420,1.272098633,0.871868787,1.072098633,2.143967420,0.000000000,0.000,820.000,,,,,,,,,,,,,,,,,,1786795537686.472,,,,,,,,,,,,,
1786795537688,20770896bd08460b875acaaa9142c519,demo_ioc_request,LINK_USDT,1,2.143967420,1.272098633,0.871868787,1.072098633,2.143967420,0.000000000,3.000,823.000,,1.673,,,,,,,,,,,,,,,,1786795537686.472,1786795537687.657,1786795537687.661,1786795537688.146,,,,,,,,,,
1786795538362,20770896bd08460b875acaaa9142c519,demo_ioc_response,LINK_USDT,1,2.143967420,1.272098633,0.871868787,1.072098633,2.143967420,0.000000000,3.000,823.000,,1.673,,,,,,,,,,,,,,,,1786795537686.472,1786795537687.657,1786795537687.661,1786795537688.146,1786795537709.760,1786795538048.382,1786795538362.953,,,23.287,338.623,653.194,,
1786795543734,20770896bd08460b875acaaa9142c519,rejected,LINK_USDT,1,2.143967420,1.272098633,0.871868787,1.072098633,2.143967420,0.000000000,3.000,823.000,demo_ioc_unfilled_or_pending,1.673,,,,,,,,,,,,,,,,1786795537686.472,1786795537687.657,1786795537687.661,1786795537688.146,1786795537709.760,1786795538048.382,1786795538362.953,1786795538364.218,,23.287,338.623,653.194,,
1786795596837,3cedb4931f5f4b71bd5e804b81f8b6cb,crossing,LINK_USDT,-1,-1.607817426,1.271524243,0.336293183,1.071524243,-2.679169473,0.000000000,0.000,77.000,,,,,,,,,,,,,,,,,,1786795596837.944,,,,,,,,,,,,,
1786795596839,3cedb4931f5f4b71bd5e804b81f8b6cb,demo_ioc_request,LINK_USDT,-1,-1.607817426,1.271524243,0.336293183,1.071524243,-2.679169473,0.000000000,1.000,78.000,,1.177,,,,,,,,,,,,,,,,1786795596837.944,1786795596838.765,1786795596838.771,1786795596839.120,,,,,,,,,,
1786795598628,3cedb4931f5f4b71bd5e804b81f8b6cb,demo_ioc_response,LINK_USDT,-1,-1.607817426,1.271524243,0.336293183,1.071524243,-2.679169473,0.000000000,1.000,78.000,,1.177,,,,,,,,,,,,,,,,1786795596837.944,1786795596838.765,1786795596838.771,1786795596839.120,1786795596855.332,1786795597192.655,1786795598628.294,,,17.388,337.323,1772.963,,
1786795603948,3cedb4931f5f4b71bd5e804b81f8b6cb,rejected,LINK_USDT,-1,-1.607817426,1.271524243,0.336293183,1.071524243,-2.679169473,0.000000000,1.000,78.000,demo_ioc_unfilled_or_pending,1.177,,,,,,,,,,,,,,,,1786795596837.944,1786795596838.765,1786795596838.771,1786795596839.120,1786795596855.332,1786795597192.655,1786795598628.294,1786795598629.167,,17.388,337.323,1772.963,,
1786795609915,da9da59df7e94f2eb576ef8cee34ea44,crossing,LINK_USDT,1,1.607329426,1.271639072,0.335690354,1.071639072,1.607329426,0.000000000,0.000,286.000,,,,,,,,,,,,,,,,,,1786795609915.711,,,,,,,,,,,,,
1786795609917,da9da59df7e94f2eb576ef8cee34ea44,demo_ioc_request,LINK_USDT,1,1.607329426,1.271639072,0.335690354,1.071639072,1.607329426,0.000000000,5.000,291.000,,1.411,,,,,,,,,,,,,,,,1786795609915.711,1786795609916.743,1786795609916.748,1786795609917.122,,,,,,,,,,
1786795611741,da9da59df7e94f2eb576ef8cee34ea44,demo_ioc_response,LINK_USDT,1,1.607329426,1.271639072,0.335690354,1.071639072,1.607329426,0.000000000,5.000,291.000,,1.411,,,,,,,,,,,,,,,,1786795609915.711,1786795609916.743,1786795609916.748,1786795609917.122,1786795609935.167,1786795610248.982,1786795611741.620,,,19.456,313.815,1806.453,,
1786795614280,da9da59df7e94f2eb576ef8cee34ea44,demo_position_visible,LINK_USDT,1,1.607329426,1.271639072,0.335690354,1.071639072,1.607329426,0.000000000,5.000,291.000,,,,,,,,,1071.2,200,,,,,,,,1786795609915.711,1786795609916.743,1786795609916.748,1786795609917.122,1786795609935.167,1786795610248.982,1786795611741.620,1786795611742.666,1786795614280.009,19.456,313.815,1806.453,2537.343,4364.298
1786795621315,da9da59df7e94f2eb576ef8cee34ea44,demo_exit,LINK_USDT,1,1.607329426,1.271639072,0.335690354,1.071639072,1.607329426,0.000000000,5.000,291.000,,,4.284800000,4.286326618,4.286326618,0.000000000,microspread_converged,4382.007,1071.2,200,9996.438400000,0.000000000,3.999000000,6.427200000,2.428200000,0.000000000,4.429581994,1786795609915.711,1786795609916.743,1786795609916.748,1786795609917.122,1786795609935.167,1786795610248.982,1786795611741.620,1786795611742.666,1786795614280.009,19.456,313.815,1806.453,2537.343,4364.298
1786795642478,694038abd1e14186bdad86d67592aaeb,crossing,LINK_USDT,-1,-2.141900945,1.270835787,0.871065158,1.070835787,-2.141900945,0.000000000,0.000,191.000,,,,,,,,,,,,,,,,,,1786795642478.483,,,,,,,,,,,,,
1786795642479,694038abd1e14186bdad86d67592aaeb,demo_ioc_request,LINK_USDT,-1,-2.141900945,1.270835787,0.871065158,1.070835787,-2.141900945,0.000000000,3.000,194.000,,1.467,,,,,,,,,,,,,,,,1786795642478.483,1786795642479.632,1786795642479.636,1786795642479.949,,,,,,,,,,
1786795644276,694038abd1e14186bdad86d67592aaeb,demo_ioc_response,LINK_USDT,-1,-2.141900945,1.270835787,0.871065158,1.070835787,-2.141900945,0.000000000,3.000,194.000,,1.467,,,,,,,,,,,,,,,,1786795642478.483,1786795642479.632,1786795642479.636,1786795642479.949,1786795642497.755,1786795642835.442,1786795644276.809,,,19.273,337.687,1779.054,,
1786795649637,694038abd1e14186bdad86d67592aaeb,rejected,LINK_USDT,-1,-2.141900945,1.270835787,0.871065158,1.070835787,-2.141900945,0.000000000,3.000,194.000,demo_ioc_unfilled_or_pending,1.467,,,,,,,,,,,,,,,,1786795642478.483,1786795642479.632,1786795642479.636,1786795642479.949,1786795642497.755,1786795642835.442,1786795644276.809,1786795644277.547,,19.273,337.687,1779.054,,
1786795684969,65535395a4034c95bb6d0ebd7e174ca1,crossing,DOGE_USDT,-1,-2.856122833,1.627857500,1.228265333,1.427857500,-2.856122833,0.000000000,0.000,181.000,,,,,,,,,,,,,,,,,,1786795684969.469,,,,,,,,,,,,,
1786795684970,65535395a4034c95bb6d0ebd7e174ca1,demo_ioc_request,DOGE_USDT,-1,-2.856122833,1.627857500,1.228265333,1.427857500,-2.856122833,0.000000000,2.000,183.000,,1.169,,,,,,,,,,,,,,,,1786795684969.469,1786795684970.250,1786795684970.253,1786795684970.638,,,,,,,,,,
1786795685957,65535395a4034c95bb6d0ebd7e174ca1,demo_ioc_response,DOGE_USDT,-1,-2.856122833,1.627857500,1.228265333,1.427857500,-2.856122833,0.000000000,2.000,183.000,,1.169,,,,,,,,,,,,,,,,1786795684969.469,1786795684970.250,1786795684970.253,1786795684970.638,1786795684986.241,1786795685298.894,1786795685603.995,,,16.771,312.653,617.754,,
1786795686244,65535395a4034c95bb6d0ebd7e174ca1,demo_position_visible,DOGE_USDT,-1,-2.856122833,1.627857500,1.228265333,1.427857500,-2.856122833,0.000000000,2.000,183.000,,,,,,,,,142800,200,,,,,,,,1786795684969.469,1786795684970.250,1786795684970.253,1786795684970.638,1786795684986.241,1786795685298.894,1786795685603.995,1786795685958.685,1786795686244.853,16.771,312.653,617.754,286.168,1275.384
1786795687501,65535395a4034c95bb6d0ebd7e174ca1,demo_exit,DOGE_USDT,-1,-2.856122833,1.627857500,1.228265333,1.427857500,-2.856122833,0.000000000,2.000,183.000,,,2.856000000,2.855918892,2.855918892,0.000000000,microspread_converged,1297.764,142800,200,10000.284000000,2.000056800,2.000243200,-1.428000000,-5.428300000,0.000000000,-5.428245038,1786795684969.469,1786795684970.250,1786795684970.253,1786795684970.638,1786795684986.241,1786795685298.894,1786795685603.995,1786795685958.685,1786795686244.853,16.771,312.653,617.754,286.168,1275.384
1786795730479,71a0a2dadd1a424395fca34b8b535da1,crossing,LINK_USDT,1,2.140983790,1.270606499,0.870377292,1.070606499,2.140983790,0.000000000,0.000,313.000,,,,,,,,,,,,,,,,,,1786795730479.449,,,,,,,,,,,,,
1786795730480,71a0a2dadd1a424395fca34b8b535da1,demo_ioc_request,LINK_USDT,1,2.140983790,1.270606499,0.870377292,1.070606499,2.140983790,0.000000000,2.000,315.000,,1.240,,,,,,,,,,,,,,,,1786795730479.449,1786795730480.491,1786795730480.494,1786795730480.690,,,,,,,,,,
1786795731477,71a0a2dadd1a424395fca34b8b535da1,demo_ioc_response,LINK_USDT,1,2.140983790,1.270606499,0.870377292,1.070606499,2.140983790,0.000000000,2.000,315.000,,1.240,,,,,,,,,,,,,,,,1786795730479.449,1786795730480.491,1786795730480.494,1786795730480.690,1786795730494.535,1786795730839.374,1786795731143.178,,,15.085,344.839,648.643,,
1786795731764,71a0a2dadd1a424395fca34b8b535da1,demo_position_visible,LINK_USDT,1,2.140983790,1.270606499,0.870377292,1.070606499,2.140983790,0.000000000,2.000,315.000,,,,,,,,,1069.9,200,,,,,,,,1786795730479.449,1786795730480.491,1786795730480.494,1786795730480.690,1786795730494.535,1786795730839.374,1786795731143.178,1786795731478.470,1786795731764.315,15.085,344.839,648.643,285.844,1284.865
1786795733028,71a0a2dadd1a424395fca34b8b535da1,demo_exit,LINK_USDT,1,2.140983790,1.270606499,0.870377292,1.070606499,2.140983790,0.000000000,2.000,315.000,,,-1.069900000,-1.070549192,0.000000000,-1.070549192,microspread_converged,1301.844,1069.9,200,9993.935900000,1.998787180,1.998512820,-1.069900000,-5.067200000,0.000000000,-5.070335082,1786795730479.449,1786795730480.491,1786795730480.494,1786795730480.690,1786795730494.535,1786795730839.374,1786795731143.178,1786795731478.470,1786795731764.315,15.085,344.839,648.643,285.844,1284.865
1786795760849,a8b0f547fb67494d8ad012739611c8c6,crossing,LINK_USDT,-1,-4.282426060,1.270377308,3.012048752,1.070377308,-4.282426060,0.000000000,0.000,230.000,,,,,,,,,,,,,,,,,,1786795760849.654,,,,,,,,,,,,,
1786795760850,a8b0f547fb67494d8ad012739611c8c6,demo_ioc_request,LINK_USDT,-1,-4.282426060,1.270377308,3.012048752,1.070377308,-4.282426060,0.000000000,2.000,232.000,,0.998,,,,,,,,,,,,,,,,1786795760849.654,1786795760850.310,1786795760850.312,1786795760850.652,,,,,,,,,,
1786795761443,a8b0f547fb67494d8ad012739611c8c6,demo_ioc_response,LINK_USDT,-1,-4.282426060,1.270377308,3.012048752,1.070377308,-4.282426060,0.000000000,2.000,232.000,,0.998,,,,,,,,,,,,,,,,1786795760849.654,1786795760850.310,1786795760850.312,1786795760850.652,1786795760862.114,1786795761166.973,1786795761443.605,,,12.460,304.859,581.491,,
1786795766773,a8b0f547fb67494d8ad012739611c8c6,rejected,LINK_USDT,-1,-4.282426060,1.270377308,3.012048752,1.070377308,-4.282426060,0.000000000,2.000,232.000,demo_ioc_unfilled_or_pending,0.998,,,,,,,,,,,,,,,,1786795760849.654,1786795760850.310,1786795760850.312,1786795760850.652,1786795760862.114,1786795761166.973,1786795761443.605,1786795761444.753,,12.460,304.859,581.491,,
1786795774259,fb88fec8faa647ff9762063e570a0762,crossing,XRP_USDT,1,1.996306839,1.198253057,0.798053782,0.998253057,1.996306839,0.000000000,0.000,951.000,,,,,,,,,,,,,,,,,,1786795774259.964,,,,,,,,,,,,,
1786795774261,fb88fec8faa647ff9762063e570a0762,demo_ioc_request,XRP_USDT,1,1.996306839,1.198253057,0.798053782,0.998253057,1.996306839,0.000000000,1.000,952.000,,1.177,,,,,,,,,,,,,,,,1786795774259.964,1786795774260.789,1786795774260.791,1786795774261.142,,,,,,,,,,
1786795775203,fb88fec8faa647ff9762063e570a0762,demo_ioc_response,XRP_USDT,1,1.996306839,1.198253057,0.798053782,0.998253057,1.996306839,0.000000000,1.000,952.000,,1.177,,,,,,,,,,,,,,,,1786795774259.964,1786795774260.789,1786795774260.791,1786795774261.142,1786795774273.174,1786795774577.035,1786795774886.072,,,13.209,303.862,612.898,,
1786795775506,fb88fec8faa647ff9762063e570a0762,demo_position_visible,XRP_USDT,1,1.996306839,1.198253057,0.798053782,0.998253057,1.996306839,0.000000000,1.000,952.000,,,,,,,,,9976,200,,,,,,,,1786795774259.964,1786795774260.789,1786795774260.791,1786795774261.142,1786795774273.174,1786795774577.035,1786795774886.072,1786795775204.837,1786795775506.243,13.209,303.862,612.898,301.406,1246.279
1786795777441,fb88fec8faa647ff9762063e570a0762,demo_exit,XRP_USDT,1,1.996306839,1.198253057,0.798053782,0.998253057,1.996306839,0.000000000,1.000,952.000,,,0.997600000,0.998203234,0.998203234,0.000000000,microspread_converged,1263.754,9976,200,9993.956800000,1.998791360,1.998908640,0.997600000,-3.000100000,0.000000000,-3.001996406,1786795774259.964,1786795774260.789,1786795774260.791,1786795774261.142,1786795774273.174,1786795774577.035,1786795774886.072,1786795775204.837,1786795775506.243,13.209,303.862,612.898,301.406,1246.279
1786795789244,bdee8fa3bdb34a4db52dad87901a8e0f,crossing,LINK_USDT,1,2.137779190,1.269690325,0.868088865,1.069690325,5.347021836,0.000000000,0.000,185.000,,,,,,,,,,,,,,,,,,1786795789244.367,,,,,,,,,,,,,
1786795789245,bdee8fa3bdb34a4db52dad87901a8e0f,demo_ioc_request,LINK_USDT,1,2.137779190,1.269690325,0.868088865,1.069690325,5.347021836,0.000000000,4.000,189.000,,1.367,,,,,,,,,,,,,,,,1786795789244.367,1786795789245.354,1786795789245.356,1786795789245.735,,,,,,,,,,
1786795790225,bdee8fa3bdb34a4db52dad87901a8e0f,demo_ioc_response,LINK_USDT,1,2.137779190,1.269690325,0.868088865,1.069690325,5.347021836,0.000000000,4.000,189.000,,1.367,,,,,,,,,,,,,,,,1786795789244.367,1786795789245.354,1786795789245.356,1786795789245.735,1786795789256.760,1786795789596.302,1786795789909.270,,,12.393,339.542,652.510,,
1786795790528,bdee8fa3bdb34a4db52dad87901a8e0f,demo_position_visible,LINK_USDT,1,2.137779190,1.269690325,0.868088865,1.069690325,5.347021836,0.000000000,4.000,189.000,,,,,,,,,1069,200,,,,,,,,1786795789244.367,1786795789245.354,1786795789245.356,1786795789245.735,1786795789256.760,1786795789596.302,1786795789909.270,1786795790226.930,1786795790528.597,12.393,339.542,652.510,301.668,1284.230
1786795791760,bdee8fa3bdb34a4db52dad87901a8e0f,demo_exit,LINK_USDT,1,2.137779190,1.269690325,0.868088865,1.069690325,5.347021836,0.000000000,4.000,189.000,,,1.069000000,1.069633116,1.069633116,0.000000000,microspread_reversed,1305.669,1069,200,9994.081000000,1.998816200,1.998583800,-1.069000000,-5.066400000,-1.070548311,-5.069419189,1786795789244.367,1786795789245.354,1786795789245.356,1786795789245.735,1786795789256.760,1786795789596.302,1786795789909.270,1786795790226.930,1786795790528.597,12.393,339.542,652.510,301.668,1284.230
1786795794651,33b9df40658a4b2f8eded9c61807366b,crossing,LINK_USDT,-1,-3.743358709,3.407012668,0.336346042,3.207012668,-1.069061365,0.000000000,0.000,41.000,,,,,,,,,,,,,,,,,,1786795794651.519,,,,,,,,,,,,,
1786795794653,33b9df40658a4b2f8eded9c61807366b,demo_ioc_request,LINK_USDT,-1,-3.743358709,3.407012668,0.336346042,3.207012668,-1.069061365,0.000000000,4.000,45.000,,2.325,,,,,,,,,,,,,,,,1786795794651.519,1786795794652.973,1786795794652.977,1786795794653.843,,,,,,,,,,
1786795795318,33b9df40658a4b2f8eded9c61807366b,demo_ioc_response,LINK_USDT,-1,-3.743358709,3.407012668,0.336346042,3.207012668,-1.069061365,0.000000000,4.000,45.000,,2.325,,,,,,,,,,,,,,,,1786795794651.519,1786795794652.973,1786795794652.977,1786795794653.843,1786795794666.788,1786795795016.230,1786795795318.649,,,15.269,349.442,651.861,,
1786795800676,33b9df40658a4b2f8eded9c61807366b,rejected,LINK_USDT,-1,-3.743358709,3.407012668,0.336346042,3.207012668,-1.069061365,0.000000000,4.000,45.000,demo_ioc_unfilled_or_pending,2.325,,,,,,,,,,,,,,,,1786795794651.519,1786795794652.973,1786795794652.977,1786795794653.843,1786795794666.788,1786795795016.230,1786795795318.649,1786795795320.185,,15.269,349.442,651.861,,
1786795816165,18b82e76b81445efb77900cadd5fe832,crossing,LINK_USDT,1,8.560556276,3.411475673,5.149080603,3.211475673,4.815538229,0.000000000,0.000,62.000,,,,,,,,,,,,,,,,,,1786795816165.438,,,,,,,,,,,,,
1786795816166,18b82e76b81445efb77900cadd5fe832,demo_ioc_request,LINK_USDT,1,8.560556276,3.411475673,5.149080603,3.211475673,4.815538229,0.000000000,4.000,66.000,,1.446,,,,,,,,,,,,,,,,1786795816165.438,1786795816166.419,1786795816166.423,1786795816166.884,,,,,,,,,,
1786795817127,18b82e76b81445efb77900cadd5fe832,demo_ioc_response,LINK_USDT,1,8.560556276,3.411475673,5.149080603,3.211475673,4.815538229,0.000000000,4.000,66.000,,1.446,,,,,,,,,,,,,,,,1786795816165.438,1786795816166.419,1786795816166.423,1786795816166.884,1786795816180.315,1786795816515.943,1786795816798.893,,,14.877,335.628,618.578,,
1786795817448,18b82e76b81445efb77900cadd5fe832,demo_position_visible,LINK_USDT,1,8.560556276,3.411475673,5.149080603,3.211475673,4.815538229,0.000000000,4.000,66.000,,,,,,,,,1069.6,200,,,,,,,,1786795816165.438,1786795816166.419,1786795816166.423,1786795816166.884,1786795816180.315,1786795816515.943,1786795816798.893,1786795817128.593,1786795817448.022,14.877,335.628,618.578,319.429,1282.584
1786795819171,18b82e76b81445efb77900cadd5fe832,demo_exit,LINK_USDT,1,8.560556276,3.411475673,5.149080603,3.211475673,4.815538229,0.000000000,4.000,66.000,,,3.208800000,3.210960077,3.210960077,0.000000000,microspread_converged,1304.072,1069.6,200,9993.272800000,1.998868480,1.998631520,-1.069600000,-5.067100000,0.000000000,-5.069991438,1786795816165.438,1786795816166.419,1786795816166.423,1786795816166.884,1786795816180.315,1786795816515.943,1786795816798.893,1786795817128.593,1786795817448.022,14.877,335.628,618.578,319.429,1282.584
1786796000873,334da69227ae4609907d48d453c60c7b,crossing,LINK_USDT,-1,-2.140983790,1.270377308,0.870606482,1.070377308,-1.070549193,1.070434597,0.000,7.000,,,,,,,,,,,,,,,,,,1786796000873.911,,,,,,,,,,,,,
1786796000876,334da69227ae4609907d48d453c60c7b,demo_ioc_request,LINK_USDT,-1,-2.140983790,1.270377308,0.870606482,1.070377308,-1.070549193,1.070434597,5.000,12.000,,2.218,,,,,,,,,,,,,,,,1786796000873.911,1786796000875.616,1786796000875.621,1786796000876.129,,,,,,,,,,
1786796001521,334da69227ae4609907d48d453c60c7b,demo_ioc_response,LINK_USDT,-1,-2.140983790,1.270377308,0.870606482,1.070377308,-1.070549193,1.070434597,5.000,12.000,,2.218,,,,,,,,,,,,,,,,1786796000873.911,1786796000875.616,1786796000875.621,1786796000876.129,1786796000894.929,1786796001243.454,1786796001521.370,,,21.019,348.525,626.441,,
1786796007010,334da69227ae4609907d48d453c60c7b,rejected,LINK_USDT,-1,-2.140983790,1.270377308,0.870606482,1.070377308,-1.070549193,1.070434597,5.000,12.000,demo_ioc_unfilled_or_pending,2.218,,,,,,,,,,,,,,,,1786796000873.911,1786796000875.616,1786796000875.621,1786796000876.129,1786796000894.929,1786796001243.454,1786796001521.370,1786796001522.249,,21.019,348.525,626.441,,
