symbol,direction,signal_ms,entry_ms,exit_ms,entry_price,exit_price,impulse_bps,entry_spread_bps,pnl_bps,pnl_usdt,mfe_bps,mae_bps,hold_ms,signal_to_fill_ms,exit_decision_to_fill_ms,exit_reason
LINK_USDT,LONG,1786811533438,1786811533447,1786811548489,9.544,9.542,4.190895341342407,1.0478336040249616,-2.0955574182739602,-2.0955574182739602,2.095557418272099,-2.0955574182739602,15042,9,9,live_adverse_cut
LINK_USDT,SHORT,1786811577399,1786811577403,1786811577646,9.54,9.535,-2.096436066379001,1.048163094178735,5.241090146749482,5.241090146749482,5.241090146749482,-1.048218029351386,243,4,5,binance_target_caught
LINK_USDT,SHORT,1786811578121,1786811578125,1786811581912,9.534,9.537,-2.62240056048927,1.0488226965225713,-3.146633102580358,-3.146633102580358,1.0488777008613615,-3.146633102580358,3787,4,13,live_adverse_cut
LINK_USDT,LONG,1786811582697,1786811582704,1786811586496,9.537,9.535,3.1456433099910055,1.0486027368544246,-2.097095522701759,-2.097095522701759,1.0485477613499483,-2.097095522701759,3792,7,0,live_adverse_cut
LINK_USDT,LONG,1786811589253,1786811589264,1786811589590,9.538,9.54,2.620888496195035,1.0484927916114766,2.09687565527248,2.09687565527248,2.09687565527248,-1.04843782763624,326,11,42,binance_target_caught
LINK_USDT,SHORT,1786811589914,1786811589921,1786811597006,9.54,9.538,-2.096545948243031,1.048163094178735,2.096436058699048,2.096436058699048,2.096436058699048,-1.048218029351386,7085,7,6,binance_target_caught
LINK_USDT,LONG,1786811613345,1786811613351,1786811630095,9.537,9.539,9.435941148853837,4.1950707918210135,2.0970955226998966,2.0970955226998966,7.339834329453363,-4.194191045403518,16744,6,9,positive_trailing_stop
LINK_USDT,LONG,1786811634776,1786811634781,1786811635035,9.539,9.541,2.0965459482427824,1.0483828694233328,2.096655833945558,2.096655833945558,2.096655833945558,-1.048327916971848,254,5,8,binance_target_caught
LINK_USDT,LONG,1786811635840,1786811635851,1786811641934,9.543,9.545,2.095667215716623,1.0479434110552222,2.0957770093269077,2.0957770093269077,2.0957770093269077,-1.047888504662523,6083,11,12,binance_target_caught
LINK_USDT,LONG,1786811654389,1786811654392,1786811654653,9.546,9.548,2.0954476476706985,1.0476140589800909,2.0951183741888415,2.0951183741888415,2.0951183741888415,-1.0475591870934904,261,3,5,binance_target_caught
LINK_USDT,LONG,1786811670735,1786811670743,1786811671348,9.552,9.554,1.5704750719372749,1.04695597550065,2.0938023450593257,2.0938023450593257,2.0938023450593257,-1.0469011725287332,605,8,9,binance_target_caught
LINK_USDT,SHORT,1786811681077,1786811681091,1786811698202,9.557,9.56,-3.140046079807296,1.04629871828349,-3.139060374594657,-3.139060374594657,1.046353458199458,-3.139060374594657,17111,14,13,live_adverse_cut
LINK_USDT,SHORT,1786811699047,1786811699060,1786811707851,9.559,9.562,-2.0928164153214883,1.046079815891231,-3.1384035987029124,-3.1384035987029124,0.0,-3.1384035987029124,8791,13,9,live_adverse_cut
LINK_USDT,LONG,1786811710720,1786811710729,1786811712459,9.562,9.563,1.568668465137671,1.0458610050718464,1.0458063166714309,1.0458063166714309,1.0458063166714309,-1.045806316669573,1730,9,5,binance_target_caught
LINK_USDT,LONG,1786811715501,1786811715505,1786811716274,9.567,9.571,1.5678486535551932,1.045314378298694,4.181038988188104,4.181038988188104,4.181038988188104,-1.0452597470465619,769,4,10,binance_target_caught
LINK_USDT,LONG,1786811720800,1786811720818,1786811725914,9.571,9.575,2.089536652851469,1.0448774881139395,4.179291610071632,4.179291610071632,4.179291610071632,-1.044822902517444,5096,18,17,binance_target_caught
LINK_USDT,SHORT,1786811731967,1786811731974,1786811735460,9.573,9.57,-2.0893183674839193,1.0445500600610496,3.133813851457342,3.133813851457342,3.133813851457342,-1.0446046171518288,3486,7,12,binance_target_caught
LINK_USDT,LONG,1786811736541,1786811736545,1786811738816,9.57,9.572,2.0897549838333878,1.0449866764192963,2.089864158828518,2.089864158828518,2.089864158828518,-1.044932079414259,2271,4,34,binance_target_caught
LINK_USDT,LONG,1786811748385,1786811748395,1786811753844,9.575,9.576,1.5665387358728797,1.044440962973989,1.0443864229777777,1.0443864229777777,1.0443864229777777,-1.0443864229759225,5449,10,36,binance_target_caught
LINK_USDT,LONG,1786811756953,1786811756960,1786811757318,9.575,9.576,1.5665387358728797,1.044440962973989,1.0443864229777777,1.0443864229777777,1.0443864229777777,-1.0443864229759225,358,7,3,binance_target_caught
LINK_USDT,LONG,1786811757882,1786811757887,1786811758678,9.577,9.584,2.0882276244004294,1.04422283715287,7.309178239531871,7.30917823953187,7.309178239531871,-1.0441683199325946,791,5,7,binance_target_caught
LINK_USDT,LONG,1786811759557,1786811759565,1786811760383,9.584,9.581,2.0867024959633778,1.043460113736574,-3.130217028380753,-3.130217028380753,0.0,-3.130217028380753,818,8,4,live_adverse_cut
LINK_USDT,SHORT,1786811773994,1786811774051,1786811774573,9.574,9.571,-3.1338138771047195,1.044440962973989,3.133486526008057,3.133486526008057,3.133486526008057,-1.044495508668734,522,57,18,binance_target_caught
LINK_USDT,LONG,1786811782425,1786811782437,1786811786026,9.571,9.568,2.089536652851469,1.0448774881139395,-3.134468707554188,-3.134468707554188,1.044822902517444,-3.134468707554188,3589,12,2,live_adverse_cut
LINK_USDT,LONG,1786811788253,1786811788262,1786811798882,9.567,9.565,1.5678486535551932,1.045314378298694,-2.0905194940949805,-2.0905194940949805,1.0452597470465619,-2.0905194940949805,10620,9,12,live_adverse_cut
DOGE_USDT,SHORT,1786811809864,1786811809874,1786811870976,0.06998,0.06997,-2.858163649323873,1.4288776166315817,1.4289797084875855,1.4289797084875855,1.4289797084875855,-1.4289797084875855,61102,10,19,timeout
LINK_USDT,LONG,1786811890314,1786811890322,1786811891064,9.565,9.567,2.090847323493696,1.0455329604259982,2.090956612650986,2.090956612650986,2.090956612650986,-1.0454783063245643,742,8,63,binance_target_caught
LINK_USDT,SHORT,1786811891315,1786811891320,1786811900594,9.567,9.563,-1.5679305961514562,1.0452051215045162,4.181038988188104,4.181038988188104,4.181038988188104,-1.0452597470465619,9274,5,8,binance_target_caught
XRP_USDT,SHORT,1786811905939,1786811905949,1786811951217,1.0014,1.0012,-1.9973036467249046,0.998552099455679,1.9972039145194522,1.9972039145194522,1.9972039145194522,-0.9986019572597261,45268,10,2,binance_target_caught
LINK_USDT,SHORT,1786811964941,1786811964949,1786811965364,9.564,9.56,-2.0912845791684602,1.0455329604259982,4.182350480969844,4.182350480969844,4.182350480969844,-1.0455876202419967,415,8,1,binance_target_caught
LINK_USDT,LONG,1786811971246,1786811971250,1786811971414,9.558,9.561,2.091940805703609,1.04629871828349,3.1387319522913932,3.1387319522913932,3.1387319522913932,-1.0462439840965116,164,4,3,binance_target_caught
LINK_USDT,SHORT,1786812004269,1786812004277,1786812004656,9.563,9.561,-2.0915032756003744,1.045642285773457,2.0913939140444087,2.0913939140444087,2.0913939140444087,-1.0456969570212755,379,8,30,binance_target_caught
XRP_USDT,SHORT,1786812009938,1786812009951,1786812070013,1.0013,1.0014,-1.9975031277400177,0.998651820042832,-0.9987016878057424,-0.9987016878057424,0.9987016878057424,-0.9987016878057424,60062,13,8,timeout
LINK_USDT,SHORT,1786812072796,1786812072801,1786812073288,9.565,9.56,-2.091065928470984,1.0454236579386567,5.227391531624678,5.227391531624678,5.227391531624678,-1.0454783063264215,487,5,10,binance_target_caught
LINK_USDT,LONG,1786812083432,1786812083440,1786812085372,9.563,9.565,2.091503275600052,1.0457516339882063,2.091393914042551,2.091393914042551,2.091393914042551,-1.045696957023133,1932,8,15,binance_target_caught
LINK_USDT,LONG,1786812106968,1786812106972,1786812111878,9.567,9.573,1.5678486535551932,1.045314378298694,6.271558482283084,6.271558482283084,6.271558482283084,-1.0452597470465619,4906,4,14,binance_target_caught
LINK_USDT,LONG,1786812121431,1786812121439,1786812123513,9.576,9.578,2.0884456818980004,1.044331888675497,2.08855472013251,2.08855472013251,2.08855472013251,-1.04427736006811,2074,8,9,binance_target_caught
LINK_USDT,SHORT,1786812126759,1786812126768,1786812127099,9.582,9.584,-2.0873558495652778,1.0435690059999434,-2.0872469213096343,-2.0872469213096343,0.0,-2.0872469213096343,331,9,31,live_adverse_cut
LINK_USDT,LONG,1786812156648,1786812156652,1786812156971,9.58,9.582,2.0873558495655904,1.0438958191966656,2.087682672234518,2.087682672234518,2.087682672234518,-1.0438413361163317,319,4,65,binance_target_caught
LINK_USDT,LONG,1786812161040,1786812161053,1786812161647,9.585,9.588,2.0867024959633778,1.0433512441976338,3.1298904538323806,3.1298904538323806,3.1298904538323806,-1.04329681794598,594,13,8,binance_target_caught
LINK_USDT,SHORT,1786812163874,1786812163878,1786812175453,9.59,9.594,-2.085614481723277,1.0426985037270695,-4.171011470281084,-4.171011470281084,1.042752867569808,-4.171011470281084,11575,4,1,live_adverse_cut
LINK_USDT,LONG,1786812206995,1786812207010,1786812217002,9.587,9.583,2.086049551239328,1.043133573253477,-4.172316678835465,-4.172316678835465,1.0430791697084028,-4.172316678835465,9992,15,26,live_adverse_cut
LINK_USDT,SHORT,1786812219796,1786812219802,1786812222182,9.586,9.584,-2.08648480231168,1.043133573253477,2.0863759649495806,2.0863759649495806,2.0863759649495806,-1.0431879824738637,2380,6,4,binance_target_caught
