symbol,direction,signal_ms,entry_ms,exit_ms,entry_price,exit_price,impulse_bps,entry_spread_bps,pnl_bps,pnl_usdt,mfe_bps,mae_bps,hold_ms,signal_to_fill_ms,exit_decision_to_fill_ms,exit_reason,requested_notional_usdt,filled_notional_usdt,fill_ratio,entry_base_qty,entry_limit_price,entry_depth_levels,exit_depth_levels,entry_book_levels,entry_visible_notional_usdt,equity_before_usdt,equity_after_usdt
LINK_USDT,SHORT,1786836679614,1786836679789,1786836683556,9.484,9.482010138648446,-2.1089260372368726,1.054351837207492,2.098124579875218,1.5776383088889088,2.1088148460572205,-1.0544074230276737,3767,175,342,binance_target_caught,7515.518882240274,7519.278521501024,1.0,792.8383088887626,9.479258,1,2,20,67390.62090000001,45.09311329344165,46.670751602330554
LINK_USDT,LONG,1786836694804,1786836694969,1786836721704,9.481431230582242,9.48,2.1093708879580464,1.0547966879378154,-1.5095090049538784,-1.1736319195718246,0.5998771745797722,-1.5095090049538784,26735,165,164,live_adverse_cut,7778.458600388426,7774.924930690848,1.0,820.0159597859996,9.485740499999999,2,1,20,76699.6081,46.670751602330554,45.49711968275873
LINK_USDT,SHORT,1786836734208,1786836734369,1786836735034,9.467190377590448,9.47,-7.387863132860953,5.277880403230887,-2.967746815573701,-2.2506189749005827,0.0,-9.30542437427441,665,161,181,live_adverse_cut,7582.853280459788,7583.594945128468,1.0,801.03965830025,9.466264500000001,5,1,20,13492.520900000001,45.49711968275873,43.24650070785815
LINK_USDT,LONG,1786836817024,1786836817201,1786836820692,9.471,9.472,2.11159795959509,1.055910458792509,1.0558547143907147,0.760653367537788,2.1117094287833047,-1.0558547143907147,3491,177,204,binance_target_caught,7207.7501179763585,7204.148043954382,1.0,760.6533675382095,9.475735499999999,1,1,20,95388.6308,43.24650070785815,44.00715407539593
LINK_USDT,SHORT,1786836846316,1786836846480,1786836861335,9.466972863887825,9.467,-2.111375040836672,1.056245048850748,-0.0286639800971624,-0.02103412661043779,0.0,-3.197575566866089,14855,164,172,live_adverse_cut,7334.525679232655,7338.173742494355,1.0,775.1341266104325,9.462266500000002,2,1,20,56159.5642,44.00715407539593,43.98611994878549
LINK_USDT,SHORT,1786836867648,1786836867809,1786836873710,9.463,9.467,-2.113606348686315,1.0566914989181828,-4.226989326853362,-3.1003645081408706,1.0567473317124019,-4.226989326853362,5901,161,424,live_adverse_cut,7331.019991464249,7334.6873351318145,1.0,775.0911270349588,9.458268499999999,1,1,20,88335.31520000001,43.98611994878549,40.88575544064462
LINK_USDT,SHORT,1786836875765,1786836875933,1786836895532,9.465,9.468,-4.226319466997911,2.112824846820904,-3.1695721077655716,-2.160919627306848,1.0565240359212316,-3.1695721077655716,19599,168,1231,live_adverse_cut,6814.292573440771,6817.701424152847,1.0,720.3065424355887,9.4602675,1,1,20,126033.8425,40.88575544064462,38.724835813337776
XRP_USDT,SHORT,1786836962100,1786836962276,1786836965538,1.0017,1.0015,-1.996705442664484,0.9982530571498777,1.9966057701904558,1.289281818152213,1.9966057701904558,-0.9983028850952279,3262,176,1444,binance_target_caught,6454.139302222962,6457.36798621607,1.0,6446.409090761775,1.0011991500000001,1,1,20,1121677.7599,38.724835813337776,40.01411763148999
LINK_USDT,LONG,1786836985363,1786836985549,1786836988311,9.472,9.475,2.1113750408365908,1.0557989758744084,3.1672297297298497,2.111176128125312,2.1114864864871916,-1.0557432432426583,2762,186,1425,binance_target_caught,6669.019605248332,6665.686761867399,1.0,703.725376041744,9.476735999999999,1,1,20,103382.58290000001,40.01411763148999,42.1252937596153
LINK_USDT,SHORT,1786837023879,1786837024051,1786837083866,9.473,9.467,-2.11092934447824,1.0555760806454273,6.333790773778346,4.449104501540003,5.278158978149246,-1.0556317956290993,59815,172,435,binance_target_caught,7020.882293269217,7024.3944905144745,1.0,741.5174169233056,9.4682635,1,1,20,71540.2352,42.1252937596153,46.57439826115531
LINK_USDT,SHORT,1786837092044,1786837092225,1786837100440,9.462969294660498,9.464,-2.1133830057026866,1.0566914989181828,-1.08919865150997,-0.8458997361565396,1.0243028697611307,-1.08919865150997,8215,181,176,binance_target_caught,7762.3997101925515,7766.257651750283,1.0,820.6998680776035,9.458268499999999,2,1,20,63115.8354,46.57439826115531,45.72849852499877
LINK_USDT,SHORT,1786837138839,1786837138999,1786837143948,9.463,9.466,-1.5854141927776726,1.0566914989181828,-3.1702419951390826,-2.4173821310422996,1.0567473317124019,-3.1702419951390826,4949,160,342,live_adverse_cut,7621.4164208331285,7625.229035350804,1.0,805.794043680736,9.458268499999999,1,1,20,68962.6961,45.72849852499877,43.31111639395647
LINK_USDT,SHORT,1786837195084,1786837195279,1786837197816,9.467,9.466,-2.112490105557093,1.056245048850748,1.0563008344789502,0.7628742436076563,1.0563008344789502,-1.056300834477074,2537,195,821,binance_target_caught,7218.519398992745,7222.130464224857,1.0,762.874243606724,9.462266500000002,1,1,20,77867.81820000001,43.31111639395647,44.07399063756412
LINK_USDT,SHORT,1786837267636,1786837267817,1786837276297,9.466,9.465,-1.5846604898068153,1.0563566259982275,1.0564124234095138,0.7763933843381248,1.0564124234095138,-1.0564124234113905,8480,181,368,binance_target_caught,7345.665106260687,7349.339776148761,1.0,776.393384338555,9.461267,1,1,20,117411.6403,44.07399063756412,44.85038402190225
LINK_USDT,LONG,1786837277817,1786837277976,1786837280557,9.469,9.47,3.168902529951491,1.0561334952732173,1.0560777273220214,0.7890303452835322,1.0560777273220214,-1.0560777273201456,2581,159,320,binance_target_caught,7475.0640036503755,7471.328339480636,1.0,789.030345282568,9.473734499999999,1,1,20,114652.5138,44.85038402190225,45.639414367185786
LINK_USDT,SHORT,1786837286886,1786837287048,1786837305186,9.472,9.473,-2.111375040836672,1.0556875164964077,-1.0557432432445335,-0.8034601191227927,2.1114864864853167,-2.1114864864871916,18138,162,159,live_adverse_cut,7606.569061197631,7610.374248321791,1.0,803.4601191218107,9.467264,1,1,20,71375.2838,45.639414367185786,44.835954248063
LINK_USDT,LONG,1786837360234,1786837360407,1786837364820,9.47,9.469,2.112043938367645,1.056021965258168,-1.0559662090825999,-0.7886931973667828,0.0,-2.111932418163324,4413,173,185,live_adverse_cut,7472.659041343833,7468.924579054306,1.0,788.693197365819,9.474735,1,1,20,105074.5265,44.835954248063,44.047261050696214
XRP_USDT,LONG,1786837368452,1786837368645,1786837429443,1.0016,1.0015,1.9967054426637525,0.9984523987817782,-0.9984025559104331,-0.7325820092265397,0.9984025559104331,-0.9984025559104331,60798,193,375,timeout,7341.210175116036,7337.54140441383,1.0,7325.820092266204,1.0021008,1,1,20,1014236.5691,44.047261050696214,43.314679041469674
XRP_USDT,SHORT,1786837460349,1786837460519,1786837522542,1.0015,1.0014,-1.9971042055487562,0.9984523987817782,0.9985022466299449,0.721190667583166,0.9985022466299449,-0.9985022466299449,62023,170,854,timeout,7219.113173578279,7222.724535846202,1.0,7211.906675832453,1.00099925,1,1,20,1703943.3416999998,43.314679041469674,44.03586970905284
LINK_USDT,LONG,1786837538304,1786837538480,1786837569362,9.47,9.472,2.112043938367645,1.056021965258168,2.111932418161448,1.5492383941443018,2.111932418161448,-1.0559662090825999,30882,176,2096,binance_target_caught,7339.311618175473,7335.643796277334,1.0,774.6191970725802,9.474735,1,1,20,117406.8844,44.03586970905284,45.58510810319714
LINK_USDT,SHORT,1786837602196,1786837602358,1786837604034,9.473,9.471288402022047,-2.111375040836672,1.0555760806454273,1.8068172468633126,1.3734193683672695,2.111263591260074,-1.0556317956290993,1676,162,308,binance_target_caught,7597.518017199524,7601.318676537793,1.0,802.4193683667046,9.4682635,1,2,20,82059.0035,45.58510810319714,46.958527471564416
DOGE_USDT,LONG,1786837610419,1786837610586,1786837614970,0.06957,0.06959,2.874595779767178,1.4375044922029756,2.874802357336818,2.2488170160306367,5.749604714675631,-1.4374011786704037,4384,167,1135,binance_target_caught,7826.421245260735,7822.509990265603,1.0,112440.85080157542,0.069604785,1,1,20,597163.172,46.958527471564416,49.20734448759505
XRP_USDT,LONG,1786837625779,1786837625944,1786837629127,1.0016,1.0018,1.9967054426637525,0.9984523987817782,1.9968051118208663,1.6368062137591226,1.9968051118208663,-0.9984025559104331,3183,165,347,binance_target_caught,8201.224081265842,8197.12551850659,1.0,8184.031068796514,1.0021008,1,1,20,554990.511,49.20734448759505,50.844150701354174
