timestamp_ms,excursion_id,event,symbol,direction,residual_bps,threshold_bps,net_margin_bps,spread_bps,binance_move_bps,mexc_move_bps,binance_age_ms,mexc_age_ms,reject_reason,signal_to_order_latency_ms,live_pnl_usdt,move_bps,mfe_bps,mae_bps,exit_reason,hold_ms,filled_qty,effective_leverage,live_notional_usdt,demo_entry_fee_usdt,demo_exit_fee_usdt,demo_gross_pnl_usdt,demo_net_pnl_usdt,exit_residual_bps,decision_demo_net_bps,signal_detected_ms,demo_book_lookup_start_ms,demo_book_lookup_end_ms,ioc_call_start_ms,ioc_post_start_ms,ioc_post_response_ms,ioc_confirmed_ms,reconciliation_start_ms,provisional_started_ms,position_visible_ms,signal_to_ioc_post_ms,ioc_post_roundtrip_ms,ioc_confirmation_ms,reconciliation_ms,signal_to_provisional_ms,signal_to_position_visible_ms
1786798089102,161afaa7e1494911b659577b44170720,demo_ioc_response,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,2.000,845.000,,1.161,,,,,,,,,,,,,,,,1786798088484.105,1786798088485.150,1786798088485.154,1786798088485.266,1786798088497.765,1786798088827.191,1786798089102.417,,,,13.659,329.427,604.652,,,
1786798089470,161afaa7e1494911b659577b44170720,demo_position_visible,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,2.000,845.000,,,,,,,,,1059.7,200,,,,,,,,1786798088484.105,1786798088485.150,1786798088485.154,1786798088485.266,1786798088497.765,1786798088827.191,1786798089102.417,1786798089103.741,1786798089103.746,1786798089470.624,13.659,329.427,604.652,366.883,619.641,986.519
1786798099367,161afaa7e1494911b659577b44170720,demo_exit,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,2.000,845.000,,,2.119400000,2.118419659,2.118419659,-1.059209829,binance_target_caught,9638.952,1059.7,200,10004.627700000,2.000925540,2.000474460,2.119400000,-1.882000000,0.000000000,-1.881156657,1786798088484.105,1786798088485.150,1786798088485.154,1786798088485.266,1786798088497.765,1786798088827.191,1786798089102.417,1786798089103.741,1786798089103.746,1786798089470.624,13.659,329.427,604.652,366.883,619.641,986.519
1786798147461,49d848f212dc46ce99f17cf836ef9950,crossing,LINK_USDT,1,2.118307480,1.259265929,0.859041552,1.059265929,2.118307480,0.000000000,0.000,752.000,,,,,,,,,,,,,,,,,,1786798147461.546,,,,,,,,,,,,,,,
1786798147462,49d848f212dc46ce99f17cf836ef9950,demo_ioc_request,LINK_USDT,1,2.118307480,1.259265929,0.859041552,1.059265929,2.118307480,0.000000000,1.000,753.000,,1.180,,,,,,,,,,,,,,,,1786798147461.546,1786798147462.630,1786798147462.634,1786798147462.726,,,,,,,,,,,,
1786798148191,49d848f212dc46ce99f17cf836ef9950,demo_ioc_response,LINK_USDT,1,2.118307480,1.259265929,0.859041552,1.059265929,2.118307480,0.000000000,1.000,753.000,,1.180,,,,,,,,,,,,,,,,1786798147461.546,1786798147462.630,1786798147462.634,1786798147462.726,1786798147475.271,1786798147868.237,1786798148191.138,,,,13.725,392.967,715.868,,,
1786798148553,49d848f212dc46ce99f17cf836ef9950,demo_position_visible,LINK_USDT,1,2.118307480,1.259265929,0.859041552,1.059265929,2.118307480,0.000000000,1.000,753.000,,,,,,,,,1058.6,200,,,,,,,,1786798147461.546,1786798147462.630,1786798147462.634,1786798147462.726,1786798147475.271,1786798147868.237,1786798148191.138,1786798148192.023,1786798148192.029,1786798148553.707,13.725,392.967,715.868,361.683,730.483,1092.161
1786798152248,49d848f212dc46ce99f17cf836ef9950,demo_exit,LINK_USDT,1,2.118307480,1.259265929,0.859041552,1.059265929,2.118307480,0.000000000,1.000,753.000,,,2.117200000,2.118419659,2.118419659,-1.059209829,binance_target_caught,3654.554,1058.6,200,9994.242600000,1.998848520,1.999251480,2.117200000,-1.880900000,0.000000000,-1.882004025,1786798147461.546,1786798147462.630,1786798147462.634,1786798147462.726,1786798147475.271,1786798147868.237,1786798148191.138,1786798148192.023,1786798148192.029,1786798148553.707,13.725,392.967,715.868,361.683,730.483,1092.161
1786798171796,ff80f9c243844f739bef315f43e4f3d9,crossing,DOGE_USDT,-1,-2.858980793,1.629286072,1.229694721,1.429286072,-2.858980793,0.000000000,0.000,68.000,,,,,,,,,,,,,,,,,,1786798171796.369,,,,,,,,,,,,,,,
1786798171797,ff80f9c243844f739bef315f43e4f3d9,demo_ioc_request,DOGE_USDT,-1,-2.858980793,1.629286072,1.229694721,1.429286072,-2.858980793,0.000000000,1.000,69.000,,1.172,,,,,,,,,,,,,,,,1786798171796.369,1786798171797.455,1786798171797.458,1786798171797.541,,,,,,,,,,,,
1786798172451,ff80f9c243844f739bef315f43e4f3d9,demo_ioc_response,DOGE_USDT,-1,-2.858980793,1.629286072,1.229694721,1.429286072,-2.858980793,0.000000000,1.000,69.000,,1.172,,,,,,,,,,,,,,,,1786798171796.369,1786798171797.455,1786798171797.458,1786798171797.541,1786798171807.546,1786798172143.383,1786798172451.906,,,,11.177,335.837,644.359,,,
1786798173212,ff80f9c243844f739bef315f43e4f3d9,demo_position_visible,DOGE_USDT,-1,-2.858980793,1.629286072,1.229694721,1.429286072,-2.858980793,0.000000000,1.000,69.000,,,,,,,,,143000,200,,,,,,,,1786798171796.369,1786798171797.455,1786798171797.458,1786798171797.541,1786798171807.546,1786798172143.383,1786798172451.906,1786798172453.221,1786798172453.227,1786798173212.517,11.177,335.837,644.359,759.295,656.858,1416.148
1786798178332,ff80f9c243844f739bef315f43e4f3d9,demo_exit,DOGE_USDT,-1,-2.858980793,1.629286072,1.229694721,1.429286072,-2.858980793,0.000000000,1.000,69.000,,,2.860000000,2.858776444,2.858776444,-1.429388222,binance_target_caught,5342.610,143000,200,10004.280000000,2.000856000,2.000244000,2.860000000,-1.141100000,0.000000000,-1.140651801,1786798171796.369,1786798171797.455,1786798171797.458,1786798171797.541,1786798171807.546,1786798172143.383,1786798172451.906,1786798172453.221,1786798172453.227,1786798173212.517,11.177,335.837,644.359,759.295,656.858,1416.148
1786798214738,34b2d022beba41cb9048e3593a1f5bf0,crossing,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,0.000,7.000,,,,,,,,,,,,,,,,,,1786798214738.822,,,,,,,,,,,,,,,
1786798214739,34b2d022beba41cb9048e3593a1f5bf0,demo_ioc_request,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,1.000,8.000,,0.903,,,,,,,,,,,,,,,,1786798214738.822,1786798214739.613,1786798214739.616,1786798214739.724,,,,,,,,,,,,
1786798215370,34b2d022beba41cb9048e3593a1f5bf0,demo_ioc_response,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,1.000,8.000,,0.903,,,,,,,,,,,,,,,,1786798214738.822,1786798214739.613,1786798214739.616,1786798214739.724,1786798214751.067,1786798215085.305,1786798215370.456,,,,12.246,334.238,619.389,,,
1786798220725,34b2d022beba41cb9048e3593a1f5bf0,rejected,LINK_USDT,-1,-2.118531865,1.259153736,0.859378129,1.059153736,-2.118531865,0.000000000,1.000,8.000,demo_ioc_unfilled_or_pending,0.903,,,,,,,,,,,,,,,,1786798214738.822,1786798214739.613,1786798214739.616,1786798214739.724,1786798214751.067,1786798215085.305,1786798215370.456,1786798215371.473,,,12.246,334.238,619.389,,,
1786798279180,befa00da934644e9a56be11a6507f5cf,crossing,LINK_USDT,1,2.116626106,1.258817301,0.857808805,1.058817301,2.116626106,0.000000000,1.000,1482.000,,,,,,,,,,,,,,,,,,1786798279180.386,,,,,,,,,,,,,,,
1786798279181,befa00da934644e9a56be11a6507f5cf,demo_ioc_request,LINK_USDT,1,2.116626106,1.258817301,0.857808805,1.058817301,2.116626106,0.000000000,2.000,1483.000,,1.284,,,,,,,,,,,,,,,,1786798279180.386,1786798279181.547,1786798279181.552,1786798279181.670,,,,,,,,,,,,
1786798280956,befa00da934644e9a56be11a6507f5cf,demo_ioc_response,LINK_USDT,1,2.116626106,1.258817301,0.857808805,1.058817301,2.116626106,0.000000000,2.000,1483.000,,1.284,,,,,,,,,,,,,,,,1786798279180.386,1786798279181.547,1786798279181.552,1786798279181.670,1786798279200.388,1786798279524.535,1786798280956.168,,,,20.002,324.147,1755.780,,,
1786798284229,befa00da934644e9a56be11a6507f5cf,demo_position_visible,LINK_USDT,1,2.116626106,1.258817301,0.857808805,1.058817301,2.116626106,0.000000000,2.000,1483.000,,,,,,,,,1058.2,200,,,,,,,,1786798279180.386,1786798279181.547,1786798279181.552,1786798279181.670,1786798279200.388,1786798279524.535,1786798280956.168,1786798280957.100,,1786798284229.927,20.002,324.147,1755.780,3272.827,,5049.541
1786798290658,befa00da934644e9a56be11a6507f5cf,demo_exit,LINK_USDT,1,2.116626106,1.258817301,0.857808805,1.058817301,2.116626106,0.000000000,2.000,1483.000,,,13.756600000,13.763896241,13.763896241,0.000000000,binance_target_caught,5067.162,1058.2,200,9994.699000000,0.000000000,4.000400000,14.814800000,10.814400000,0.000000000,12.821262177,1786798279180.386,1786798279181.547,1786798279181.552,1786798279181.670,1786798279200.388,1786798279524.535,1786798280956.168,1786798280957.100,,1786798284229.927,20.002,324.147,1755.780,3272.827,,5049.541
1786798350363,e85963b69d7b488d98eead5ae857e039,crossing,LINK_USDT,-1,-2.114723772,1.257138327,0.857585446,1.057138327,-2.114723772,0.000000000,0.000,732.000,,,,,,,,,,,,,,,,,,1786798350363.216,,,,,,,,,,,,,,,
1786798350364,e85963b69d7b488d98eead5ae857e039,demo_ioc_request,LINK_USDT,-1,-2.114723772,1.257138327,0.857585446,1.057138327,-2.114723772,0.000000000,2.000,734.000,,1.038,,,,,,,,,,,,,,,,1786798350363.216,1786798350364.155,1786798350364.157,1786798350364.254,,,,,,,,,,,,
1786798351043,e85963b69d7b488d98eead5ae857e039,demo_ioc_response,LINK_USDT,-1,-2.114723772,1.257138327,0.857585446,1.057138327,-2.114723772,0.000000000,2.000,734.000,,1.038,,,,,,,,,,,,,,,,1786798350363.216,1786798350364.155,1786798350364.157,1786798350364.254,1786798350376.889,1786798350757.009,1786798351043.767,,,,13.673,380.119,666.878,,,
1786798356389,e85963b69d7b488d98eead5ae857e039,rejected,LINK_USDT,-1,-2.114723772,1.257138327,0.857585446,1.057138327,-2.114723772,0.000000000,2.000,734.000,demo_ioc_unfilled_or_pending,1.038,,,,,,,,,,,,,,,,1786798350363.216,1786798350364.155,1786798350364.157,1786798350364.254,1786798350376.889,1786798350757.009,1786798351043.767,1786798351044.497,,,13.673,380.119,666.878,,,
1786798364609,cdf627c548ff4b11822920a63de19b33,crossing,LINK_USDT,1,1.586588046,1.257809277,0.328778769,1.057809277,1.586588046,0.000000000,0.000,949.000,,,,,,,,,,,,,,,,,,1786798364609.431,,,,,,,,,,,,,,,
1786798364610,cdf627c548ff4b11822920a63de19b33,demo_ioc_request,LINK_USDT,1,1.586588046,1.257809277,0.328778769,1.057809277,1.586588046,0.000000000,4.000,953.000,,0.995,,,,,,,,,,,,,,,,1786798364609.431,1786798364610.336,1786798364610.340,1786798364610.426,,,,,,,,,,,,
1786798365211,cdf627c548ff4b11822920a63de19b33,demo_ioc_response,LINK_USDT,1,1.586588046,1.257809277,0.328778769,1.057809277,1.586588046,0.000000000,4.000,953.000,,0.995,,,,,,,,,,,,,,,,1786798364609.431,1786798364610.336,1786798364610.340,1786798364610.426,1786798364628.031,1786798364934.118,1786798365211.355,,,,18.600,306.087,583.324,,,
1786798365921,cdf627c548ff4b11822920a63de19b33,demo_position_visible,LINK_USDT,1,1.586588046,1.257809277,0.328778769,1.057809277,1.586588046,0.000000000,4.000,953.000,,,,,,,,,1057.1,200,,,,,,,,1786798364609.431,1786798364610.336,1786798364610.340,1786798364610.426,1786798364628.031,1786798364934.118,1786798365211.355,1786798365212.225,1786798365212.228,1786798365921.932,18.600,306.087,583.324,709.707,602.797,1312.500
1786798370055,cdf627c548ff4b11822920a63de19b33,demo_exit,LINK_USDT,1,1.586588046,1.257809277,0.328778769,1.057809277,1.586588046,0.000000000,4.000,953.000,,,4.228400000,4.231013328,4.231013328,-1.057753332,binance_target_caught,4208.095,1057.1,200,9993.823400000,1.998764680,1.999535320,4.228400000,0.230100000,0.000000000,0.230167125,1786798364609.431,1786798364610.336,1786798364610.340,1786798364610.426,1786798364628.031,1786798364934.118,1786798365211.355,1786798365212.225,1786798365212.228,1786798365921.932,18.600,306.087,583.324,709.707,602.797,1312.500
1786798389955,d7e7f1c4b04a46159179ab9248254199,crossing,LINK_USDT,-1,-2.115171072,1.257473695,0.857697377,1.057473695,-2.115171072,0.000000000,0.000,0.000,,,,,,,,,,,,,,,,,,1786798389955.497,,,,,,,,,,,,,,,
1786798389956,d7e7f1c4b04a46159179ab9248254199,demo_ioc_request,LINK_USDT,-1,-2.115171072,1.257473695,0.857697377,1.057473695,-2.115171072,0.000000000,2.000,2.000,,0.760,,,,,,,,,,,,,,,,1786798389955.497,1786798389956.157,1786798389956.160,1786798389956.256,,,,,,,,,,,,
1786798390553,d7e7f1c4b04a46159179ab9248254199,demo_ioc_response,LINK_USDT,-1,-2.115171072,1.257473695,0.857697377,1.057473695,-2.115171072,0.000000000,2.000,2.000,,0.760,,,,,,,,,,,,,,,,1786798389955.497,1786798389956.157,1786798389956.160,1786798389956.256,1786798389968.937,1786798390278.621,1786798390553.892,,,,13.440,309.684,584.955,,,
1786798396255,d7e7f1c4b04a46159179ab9248254199,rejected,LINK_USDT,-1,-2.115171072,1.257473695,0.857697377,1.057473695,-2.115171072,0.000000000,2.000,2.000,demo_ioc_unfilled_or_pending,0.760,,,,,,,,,,,,,,,,1786798389955.497,1786798389956.157,1786798389956.160,1786798389956.256,1786798389968.937,1786798390278.621,1786798390553.892,1786798390554.785,,,13.440,309.684,584.955,,,
1786798411681,9e46902dad1a4ae4a53c12891808c07e,crossing,LINK_USDT,1,2.115842378,1.258033116,0.857809261,1.058033116,2.115842378,0.000000000,1.000,409.000,,,,,,,,,,,,,,,,,,1786798411681.181,,,,,,,,,,,,,,,
1786798411682,9e46902dad1a4ae4a53c12891808c07e,demo_ioc_request,LINK_USDT,1,2.115842378,1.258033116,0.857809261,1.058033116,2.115842378,0.000000000,2.000,410.000,,0.912,,,,,,,,,,,,,,,,1786798411681.181,1786798411682.016,1786798411682.026,1786798411682.093,,,,,,,,,,,,
1786798412370,9e46902dad1a4ae4a53c12891808c07e,demo_ioc_response,LINK_USDT,1,2.115842378,1.258033116,0.857809261,1.058033116,2.115842378,0.000000000,2.000,410.000,,0.912,,,,,,,,,,,,,,,,1786798411681.181,1786798411682.016,1786798411682.026,1786798411682.093,1786798411694.626,1786798412058.889,1786798412370.256,,,,13.445,364.263,675.630,,,
1786798412772,9e46902dad1a4ae4a53c12891808c07e,demo_position_visible,LINK_USDT,1,2.115842378,1.258033116,0.857809261,1.058033116,2.115842378,0.000000000,2.000,410.000,,,,,,,,,1057.4,200,,,,,,,,1786798411681.181,1786798411682.016,1786798411682.026,1786798411682.093,1786798411694.626,1786798412058.889,1786798412370.256,1786798412371.445,1786798412371.450,1786798412772.548,13.445,364.263,675.630,401.103,690.269,1091.367
1786798423046,9e46902dad1a4ae4a53c12891808c07e,demo_exit,LINK_USDT,1,2.115842378,1.258033116,0.857809261,1.058033116,2.115842378,0.000000000,2.000,410.000,,,3.172200000,3.173931443,3.173931443,-1.057977148,binance_target_caught,10149.460,1057.4,200,9994.544800000,1.998908960,1.999491040,3.172200000,-0.826200000,0.000000000,-0.826703343,1786798411681.181,1786798411682.016,1786798411682.026,1786798411682.093,1786798411694.626,1786798412058.889,1786798412370.256,1786798412371.445,1786798412371.450,1786798412772.548,13.445,364.263,675.630,401.103,690.269,1091.367
1786798428341,b17800cb362b454b912c56a14937be5a,crossing,LINK_USDT,-1,-1.585330413,1.257250093,0.328080320,1.057250093,-1.585330413,0.000000000,0.000,491.000,,,,,,,,,,,,,,,,,,1786798428341.338,,,,,,,,,,,,,,,
1786798428342,b17800cb362b454b912c56a14937be5a,demo_ioc_request,LINK_USDT,-1,-1.585330413,1.257250093,0.328080320,1.057250093,-1.585330413,0.000000000,2.000,493.000,,1.468,,,,,,,,,,,,,,,,1786798428341.338,1786798428342.702,1786798428342.707,1786798428342.806,,,,,,,,,,,,
1786798429009,b17800cb362b454b912c56a14937be5a,demo_ioc_response,LINK_USDT,-1,-1.585330413,1.257250093,0.328080320,1.057250093,-1.585330413,0.000000000,2.000,493.000,,1.468,,,,,,,,,,,,,,,,1786798428341.338,1786798428342.702,1786798428342.707,1786798428342.806,1786798428361.418,1786798428690.202,1786798429009.190,,,,20.080,328.784,647.772,,,
1786798434453,b17800cb362b454b912c56a14937be5a,rejected,LINK_USDT,-1,-1.585330413,1.257250093,0.328080320,1.057250093,-1.585330413,0.000000000,2.000,493.000,demo_ioc_unfilled_or_pending,1.468,,,,,,,,,,,,,,,,1786798428341.338,1786798428342.702,1786798428342.707,1786798428342.806,1786798428361.418,1786798428690.202,1786798429009.190,1786798429010.052,,,20.080,328.784,647.772,,,
1786798443108,58fcce44cc7c4163811d104b1041a534,crossing,LINK_USDT,1,2.114500193,1.257361882,0.857138311,1.057361882,2.114500193,0.000000000,0.000,33.000,,,,,,,,,,,,,,,,,,1786798443108.197,,,,,,,,,,,,,,,
1786798443109,58fcce44cc7c4163811d104b1041a534,demo_ioc_request,LINK_USDT,1,2.114500193,1.257361882,0.857138311,1.057361882,2.114500193,0.000000000,2.000,35.000,,1.538,,,,,,,,,,,,,,,,1786798443108.197,1786798443109.628,1786798443109.632,1786798443109.734,,,,,,,,,,,,
1786798443752,58fcce44cc7c4163811d104b1041a534,demo_ioc_response,LINK_USDT,1,2.114500193,1.257361882,0.857138311,1.057361882,2.114500193,0.000000000,2.000,35.000,,1.538,,,,,,,,,,,,,,,,1786798443108.197,1786798443109.628,1786798443109.632,1786798443109.734,1786798443124.575,1786798443441.281,1786798443752.647,,,,16.378,316.707,628.072,,,
1786798444507,58fcce44cc7c4163811d104b1041a534,demo_position_visible,LINK_USDT,1,2.114500193,1.257361882,0.857138311,1.057361882,2.114500193,0.000000000,2.000,35.000,,,,,,,,,1056.7,200,,,,,,,,1786798443108.197,1786798443109.628,1786798443109.632,1786798443109.734,1786798443124.575,1786798443441.281,1786798443752.647,1786798443753.660,1786798443753.666,1786798444507.543,16.378,316.707,628.072,753.882,645.469,1399.346
1786798449677,58fcce44cc7c4163811d104b1041a534,demo_exit,LINK_USDT,1,2.114500193,1.257361882,0.857138311,1.057361882,2.114500193,0.000000000,2.000,35.000,,,3.170100000,3.171917953,3.171917953,-1.057305984,binance_target_caught,5365.357,1056.7,200,9994.268600000,1.998853720,1.999446280,3.170100000,-0.828200000,0.000000000,-0.828716431,1786798443108.197,1786798443109.628,1786798443109.632,1786798443109.734,1786798443124.575,1786798443441.281,1786798443752.647,1786798443753.660,1786798443753.666,1786798444507.543,16.378,316.707,628.072,753.882,645.469,1399.346
1786798455608,d6ab0dd7ccea4f4a8e53a860888cd225,crossing,LINK_USDT,-1,-2.114500193,1.257138327,0.857361866,1.057138327,-2.114500193,0.000000000,0.000,1724.000,,,,,,,,,,,,,,,,,,1786798455608.101,,,,,,,,,,,,,,,
1786798455608,d6ab0dd7ccea4f4a8e53a860888cd225,demo_ioc_request,LINK_USDT,-1,-2.114500193,1.257138327,0.857361866,1.057138327,-2.114500193,0.000000000,1.000,1725.000,,0.836,,,,,,,,,,,,,,,,1786798455608.101,1786798455608.860,1786798455608.862,1786798455608.937,,,,,,,,,,,,
1786798456240,d6ab0dd7ccea4f4a8e53a860888cd225,demo_ioc_response,LINK_USDT,-1,-2.114500193,1.257138327,0.857361866,1.057138327,-2.114500193,0.000000000,1.000,1725.000,,0.836,,,,,,,,,,,,,,,,1786798455608.101,1786798455608.860,1786798455608.862,1786798455608.937,1786798455621.423,1786798455962.714,1786798456240.199,,,,13.323,341.291,618.776,,,
1786798461593,d6ab0dd7ccea4f4a8e53a860888cd225,rejected,LINK_USDT,-1,-2.114500193,1.257138327,0.857361866,1.057138327,-2.114500193,0.000000000,1.000,1725.000,demo_ioc_unfilled_or_pending,0.836,,,,,,,,,,,,,,,,1786798455608.101,1786798455608.860,1786798455608.862,1786798455608.937,1786798455621.423,1786798455962.714,1786798456240.199,1786798456241.229,,,13.323,341.291,618.776,,,
1786798465968,027204a9ef74474db225cf83b32f627a,crossing,LINK_USDT,1,3.701647275,1.257697393,2.443949883,1.057697393,3.701647275,0.000000000,0.000,1072.000,,,,,,,,,,,,,,,,,,1786798465968.115,,,,,,,,,,,,,,,
1786798465969,027204a9ef74474db225cf83b32f627a,demo_ioc_request,LINK_USDT,1,3.701647275,1.257697393,2.443949883,1.057697393,3.701647275,0.000000000,1.000,1073.000,,0.891,,,,,,,,,,,,,,,,1786798465968.115,1786798465968.920,1786798465968.923,1786798465969.006,,,,,,,,,,,,
1786798466583,027204a9ef74474db225cf83b32f627a,demo_ioc_response,LINK_USDT,1,3.701647275,1.257697393,2.443949883,1.057697393,3.701647275,0.000000000,1.000,1073.000,,0.891,,,,,,,,,,,,,,,,1786798465968.115,1786798465968.920,1786798465968.923,1786798465969.006,1786798465977.848,1786798466308.301,1786798466583.644,,,,9.733,330.453,605.796,,,
1786798472258,027204a9ef74474db225cf83b32f627a,rejected,LINK_USDT,1,3.701647275,1.257697393,2.443949883,1.057697393,3.701647275,0.000000000,1.000,1073.000,demo_ioc_unfilled_or_pending,0.891,,,,,,,,,,,,,,,,1786798465968.115,1786798465968.920,1786798465968.923,1786798465969.006,1786798465977.848,1786798466308.301,1786798466583.644,1786798466584.440,,,9.733,330.453,605.796,,,
1786798485468,8c99a6da503f4c6581a9be711cd4dc90,crossing,LINK_USDT,-1,-2.114276661,1.257473695,0.856802966,1.057473695,-2.114276661,0.000000000,51.000,58.000,,,,,,,,,,,,,,,,,,1786798485468.007,,,,,,,,,,,,,,,
1786798485469,8c99a6da503f4c6581a9be711cd4dc90,demo_ioc_request,LINK_USDT,-1,-2.114276661,1.257473695,0.856802966,1.057473695,-2.114276661,0.000000000,53.000,60.000,,1.284,,,,,,,,,,,,,,,,1786798485468.007,1786798485469.139,1786798485469.145,1786798485469.291,,,,,,,,,,,,
1786798486069,8c99a6da503f4c6581a9be711cd4dc90,demo_ioc_response,LINK_USDT,-1,-2.114276661,1.257473695,0.856802966,1.057473695,-2.114276661,0.000000000,53.000,60.000,,1.284,,,,,,,,,,,,,,,,1786798485468.007,1786798485469.139,1786798485469.145,1786798485469.291,1786798485487.634,1786798485794.231,1786798486069.440,,,,19.627,306.597,581.806,,,
1786798486736,8c99a6da503f4c6581a9be711cd4dc90,demo_position_visible,LINK_USDT,-1,-2.114276661,1.257473695,0.856802966,1.057473695,-2.114276661,0.000000000,53.000,60.000,,,,,,,,,1058,200,,,,,,,,1786798485468.007,1786798485469.139,1786798485469.145,1786798485469.291,1786798485487.634,1786798485794.231,1786798486069.440,1786798486070.379,1786798486070.383,1786798486736.596,19.627,306.597,581.806,666.217,602.376,1268.589
1786798503149,8c99a6da503f4c6581a9be711cd4dc90,demo_exit,LINK_USDT,-1,-2.114276661,1.257473695,0.856802966,1.057473695,-2.114276661,0.000000000,53.000,60.000,,,-5.290000000,-5.287648054,0.000000000,-5.287648054,demo_adverse_cut,15674.833,1058,200,10004.448000000,2.001524400,2.001875600,-2.116000000,-6.119400000,0.000000000,-6.114811291,1786798485468.007,1786798485469.139,1786798485469.145,1786798485469.291,1786798485487.634,1786798485794.231,1786798486069.440,1786798486070.379,1786798486070.383,1786798486736.596,19.627,306.597,581.806,666.217,602.376,1268.589
1786798513360,b0ea642553b9455d92e71f1ba6bea229,crossing,LINK_USDT,1,1.585246641,1.256691499,0.328555142,1.056691499,1.585246641,0.000000000,0.000,467.000,,,,,,,,,,,,,,,,,,1786798513360.591,,,,,,,,,,,,,,,
1786798513361,b0ea642553b9455d92e71f1ba6bea229,demo_ioc_request,LINK_USDT,1,1.585246641,1.256691499,0.328555142,1.056691499,1.585246641,0.000000000,1.000,468.000,,0.924,,,,,,,,,,,,,,,,1786798513360.591,1786798513361.398,1786798513361.401,1786798513361.515,,,,,,,,,,,,
1786798514000,b0ea642553b9455d92e71f1ba6bea229,demo_ioc_response,LINK_USDT,1,1.585246641,1.256691499,0.328555142,1.056691499,1.585246641,0.000000000,1.000,468.000,,0.924,,,,,,,,,,,,,,,,1786798513360.591,1786798513361.398,1786798513361.401,1786798513361.515,1786798513378.602,1786798513700.852,1786798514000.389,,,,18.010,322.250,621.787,,,
1786798519406,b0ea642553b9455d92e71f1ba6bea229,rejected,LINK_USDT,1,1.585246641,1.256691499,0.328555142,1.056691499,1.585246641,0.000000000,1.000,468.000,demo_ioc_unfilled_or_pending,0.924,,,,,,,,,,,,,,,,1786798513360.591,1786798513361.398,1786798513361.401,1786798513361.515,1786798513378.602,1786798513700.852,1786798514000.389,1786798514001.282,,,18.010,322.250,621.787,,,
1786798551271,73032376767d4097ba86002578198f67,crossing,LINK_USDT,-1,-2.114276661,1.257250093,0.857026568,1.057250093,-2.114276661,0.000000000,0.000,1324.000,,,,,,,,,,,,,,,,,,1786798551271.564,,,,,,,,,,,,,,,
1786798551273,73032376767d4097ba86002578198f67,demo_ioc_request,LINK_USDT,-1,-2.114276661,1.257250093,0.857026568,1.057250093,-2.114276661,0.000000000,8.000,1332.000,,1.536,,,,,,,,,,,,,,,,1786798551271.564,1786798551272.926,1786798551272.932,1786798551273.100,,,,,,,,,,,,
1786798551945,73032376767d4097ba86002578198f67,demo_ioc_response,LINK_USDT,-1,-2.114276661,1.257250093,0.857026568,1.057250093,-2.114276661,0.000000000,8.000,1332.000,,1.536,,,,,,,,,,,,,,,,1786798551271.564,1786798551272.926,1786798551272.932,1786798551273.100,1786798551295.449,1786798551628.067,1786798551945.474,,,,23.885,332.618,650.025,,,
1786798552307,73032376767d4097ba86002578198f67,demo_position_visible,LINK_USDT,-1,-2.114276661,1.257250093,0.857026568,1.057250093,-2.114276661,0.000000000,8.000,1332.000,,,,,,,,,1057.8,200,,,,,,,,1786798551271.564,1786798551272.926,1786798551272.932,1786798551273.100,1786798551295.449,1786798551628.067,1786798551945.474,1786798551946.758,1786798551946.767,1786798552307.700,23.885,332.618,650.025,360.942,675.203,1036.136
1786798574225,73032376767d4097ba86002578198f67,demo_exit,LINK_USDT,-1,-2.114276661,1.257250093,0.857026568,1.057250093,-2.114276661,0.000000000,8.000,1332.000,,,2.115600000,2.114611969,2.114611969,-1.057305984,binance_target_caught,21689.723,1057.8,200,10004.672400000,2.000934480,2.000465520,2.115600000,-1.885800000,0.000000000,-1.884965109,1786798551271.564,1786798551272.926,1786798551272.932,1786798551273.100,1786798551295.449,1786798551628.067,1786798551945.474,1786798551946.758,1786798551946.767,1786798552307.700,23.885,332.618,650.025,360.942,675.203,1036.136
1786798621755,fd6b72e3f29743809b9e66feed059948,crossing,LINK_USDT,1,2.643893942,1.257921185,1.385972758,1.057921185,2.643893942,0.000000000,0.000,1747.000,,,,,,,,,,,,,,,,,,1786798621755.419,,,,,,,,,,,,,,,
1786798621756,fd6b72e3f29743809b9e66feed059948,demo_ioc_request,LINK_USDT,1,2.643893942,1.257921185,1.385972758,1.057921185,2.643893942,0.000000000,4.000,1751.000,,1.199,,,,,,,,,,,,,,,,1786798621755.419,1786798621756.503,1786798621756.507,1786798621756.618,,,,,,,,,,,,
