symbol,direction,signal_ms,entry_ms,exit_ms,entry_price,exit_price,impulse_bps,entry_spread_bps,pnl_bps,pnl_usdt,mfe_bps,mae_bps,hold_ms,signal_to_fill_ms,exit_decision_to_fill_ms,exit_reason
DOGE_USDT,LONG,1786832772150,1786832772285,1786832836347,0.06988,0.06989,2.1464601377457124,1.4311270125218067,1.4310246136227995,1.4310246136227995,1.4310246136227995,-1.4310246136227995,64062,135,836,timeout
LINK_USDT,SHORT,1786832909091,1786832909241,1786832910858,9.573,9.571,-2.0893183674839193,1.0445500600610496,2.089209234305513,2.089209234305513,2.089209234305513,-1.0446046171518288,1617,150,226,binance_target_caught
XRP_USDT,LONG,1786832974968,1786832975103,1786832976377,1.0049,1.0047,1.9905449182424584,0.995173408966403,-1.9902477858491192,-1.9902477858491192,0.0,-1.9902477858491192,1274,135,366,live_adverse_cut
LINK_USDT,LONG,1786832978420,1786832978552,1786832988270,9.575,9.577,2.088663784940414,1.044440962973989,2.0887728459537005,2.0887728459537005,2.0887728459537005,-1.0443864229759225,9718,132,1162,binance_target_caught
LINK_USDT,SHORT,1786832990147,1786832990282,1786832993431,9.576,9.575,-2.0884456818985226,2.0883366398651892,1.04427736006811,1.04427736006811,1.04427736006811,-2.08855472013251,3149,135,1184,binance_target_caught
XRP_USDT,LONG,1786833083228,1786833083329,1786833084512,1.0051,1.0052,1.9897527797856678,0.9949753743615843,0.9949258780219777,0.9949258780219777,1.9898517560439555,-0.9949258780241867,1183,101,107,binance_target_caught
XRP_USDT,LONG,1786833088022,1786833088123,1786833110221,1.0054,1.0055,1.9895548436671426,0.9946784701844034,0.994629003381629,0.9946290033816289,1.989258006763258,-0.994629003381629,22098,101,670,binance_target_caught
LINK_USDT,SHORT,1786833127508,1786833127682,1786833130907,9.578,9.576,-2.088227624399273,1.044004802423367,2.0881186051356146,2.0881186051356146,2.0881186051356146,-1.044059302569662,3225,174,1165,binance_target_caught
LINK_USDT,SHORT,1786833212757,1786833212923,1786833223379,9.57,9.566,-2.0897549838330223,1.0448774881139395,4.179728317658891,4.179728317658891,4.179728317658891,-1.044932079414259,10456,166,304,binance_target_caught
XRP_USDT,LONG,1786833237324,1786833237528,1786833298727,1.0051,1.0051,1.9897527797856678,0.9949753743615843,0.0,0.0,0.9949258780219777,-0.9949258780241867,61199,204,302,timeout
LINK_USDT,LONG,1786833302474,1786833302657,1786833307891,9.558,9.56,2.0925974442031214,1.04629871828349,2.092487968194882,2.092487968194882,2.092487968194882,-1.0462439840965116,5234,183,366,binance_target_caught
LINK_USDT,SHORT,1786833332561,1786833332753,1786833346009,9.559,9.552,-1.5692428435503034,1.046079815891231,7.322941730306176,7.322941730306176,9.415210796106878,0.0,13256,192,334,positive_trailing_stop
XRP_USDT,LONG,1786833363079,1786833363271,1786833429744,1.0049,1.0048,1.9905449182424584,0.995173408966403,-0.9951238929245596,-0.9951238929245596,0.0,-0.9951238929245596,66473,192,1759,timeout
DOGE_USDT,SHORT,1786833439346,1786833439522,1786833449569,0.06987,0.06986,-2.8618444782866326,1.4311270125218067,1.4312294260764453,1.4312294260764453,1.4312294260764453,-1.4312294260764453,10047,176,343,binance_target_caught
